"incidence","village","week"
33.463,"B",38
25,"B",39
34.711,"B",40
35.491,"B",41
34.022,"B",42
38.104,"B",43
36.96,"B",44
41.445,"B",45
41.432,"B",46
43.72,"B",47
44.422,"B",48
42.03,"B",49
42.849,"B",50
45.254,"B",51
46.996,"B",52
27.392,"B",53
50.974,"B",54
49.83,"B",55
51.299,"B",56
48.842,"B",57
44.786,"B",58
40.665,"B",59
40.236,"B",60
39.56,"B",61
38.689,"B",62
38.299,"B",63
38.26,"B",64
37.753,"B",65
34.971,"B",66
42.199,"B",67
43.317,"B",68
46.216,"B",69
46.658,"B",70
47.906,"B",71
47.607,"B",72
47.919,"B",73
48.101,"B",74
50.025,"B",75
54.081,"B",76
52.053,"B",77
50.662,"B",78
48.166,"B",79
44.994,"B",80
40.119,"B",81
38.364,"B",82
36.219,"B",83
34.412,"B",84
26.3,"B",85
35.829,"B",86
33.606,"B",87
33.177,"B",88
39.144,"B",89
33.424,"B",90
33.489,"B",91
34.568,"B",92
35.426,"B",93
39.014,"B",94
41.458,"B",95
40.184,"B",96
39.456,"B",97
42.069,"B",98
42.134,"B",99
45.618,"B",100
38.65,"B",101
45.475,"B",102
45.384,"B",103
49.271,"B",104
44.63,"B",105
50.103,"B",106
48.53,"B",107
47.113,"B",108
47.529,"B",109
51.793,"B",110
55.069,"B",111
56.447,"B",112
55.498,"B",113
51.702,"B",114
48.972,"B",115
47.906,"B",116
53.808,"B",117
55.966,"B",118
55.862,"B",119
50.441,"B",120
65.274,"B",121
68.576,"B",122
66.457,"B",123
64.026,"B",124
64.143,"B",125
61.92,"B",126
57.396,"B",127
58.592,"B",128
56.239,"B",129
52.573,"B",130
45.995,"B",131
43.642,"B",132
41.367,"B",133
38.442,"B",134
37.298,"B",135
37.402,"B",136
36.83,"B",137
36.505,"B",138
34.594,"B",139
38.065,"B",140
38.338,"B",141
37.909,"B",142
36.973,"B",143
37.597,"B",144
39.053,"B",145
40.444,"B",146
43.876,"B",147
47.646,"B",148
49.674,"B",149
52.833,"B",150
55.55,"B",151
55.225,"B",152
52.768,"B",153
49.492,"B",154
52.638,"B",155
53.86,"B",156
56.915,"B",157
59.372,"B",158
57.37,"B",159
59.307,"B",160
56.421,"B",161
56.148,"B",162
52.456,"B",163
50.805,"B",164
47.425,"B",165
47.074,"B",166
46.879,"B",167
48.816,"B",168
49.492,"B",169
54.042,"B",170
57.357,"B",171
55.264,"B",172
58.878,"B",173
57.968,"B",174
62.674,"B",175
58.202,"B",176
71.787,"B",177
75.284,"B",178
70.5,"B",179
68.719,"B",180
64.559,"B",181
63.467,"B",182
56.135,"B",183
48.569,"B",184
43.525,"B",185
39.56,"B",186
37.48,"B",187
35.92,"B",188
34.347,"B",189
34.776,"B",190
32.93,"B",191
33.801,"B",192
34.308,"B",193
33.112,"B",194
32.436,"B",195
31.682,"B",196
34.048,"B",197
33.931,"B",198
33.151,"B",199
34.516,"B",200
35.244,"B",201
34.581,"B",202
38.676,"B",203
38.507,"B",204
41.51,"B",205
44.383,"B",206
46.762,"B",207
43.889,"B",208
43.616,"B",209
45.618,"B",210
47.893,"B",211
46.515,"B",212
45.176,"B",213
43.473,"B",214
41.809,"B",215
42.355,"B",216
40.015,"B",217
39.547,"B",218
38.065,"B",219
36.752,"B",220
36.414,"B",221
37.129,"B",222
41.952,"B",223
45.28,"B",224
45.384,"B",225
42.355,"B",226
43.551,"B",227
46.19,"B",228
47.1,"B",229
48.686,"B",230
50.428,"B",231
54.354,"B",232
59.515,"B",233
53.561,"B",234
49.518,"B",235
49.232,"B",236
46.047,"B",237
44.344,"B",238
40.639,"B",239
39.287,"B",240
39.313,"B",241
38.832,"B",242
37.09,"B",243
34.451,"B",244
35.959,"B",245
35.621,"B",246
35.634,"B",247
35.634,"B",248
37.402,"B",249
39.326,"B",250
42.108,"B",251
46.502,"B",252
53.08,"B",253
63.272,"B",254
67.549,"B",255
62.791,"B",256
63.22,"B",257
68.862,"B",258
72.996,"B",259
71.228,"B",260
77.091,"B",261
78.885,"B",262
83.084,"B",263
84.917,"B",264
79.535,"B",265
76.727,"B",266
70.76,"B",267
61.335,"B",268
60.152,"B",269
61.569,"B",270
67.159,"B",271
66.652,"B",272
69.096,"B",273
69.642,"B",274
69.07,"B",275
67.38,"B",276
59.255,"B",277
59.684,"B",278
63.714,"B",279
59.307,"B",280
56.356,"B",281
52.911,"B",282
50.87,"B",283
51.156,"B",284
55.849,"B",285
50.766,"B",286
48.959,"B",287
44.409,"B",288
44.136,"B",289
41.757,"B",290
41.653,"B",291
41.978,"B",292
41.276,"B",293
40.769,"B",294
40.808,"B",295
41.718,"B",296
39.17,"B",297
39.599,"B",298
38.754,"B",299
41.705,"B",300
47.282,"B",301
54.874,"B",302
66.366,"B",303
66.873,"B",304
75.206,"B",305
79.184,"B",306
80.146,"B",307
67.458,"B",308
74.621,"B",309
78.547,"B",310
86.009,"B",311
89.311,"B",312
83.578,"B",313
81.017,"B",314
80.107,"B",315
74.192,"B",316
74.296,"B",317
67.718,"B",318
65.885,"B",319
65.742,"B",320
60.659,"B",321
61.998,"B",322
65.547,"B",323
62.778,"B",324
64.195,"B",325
68.862,"B",326
71.904,"B",327
79.483,"B",328
82.044,"B",329
83.825,"B",330
87.374,"B",331
90,"B",332
80.692,"B",333
78.612,"B",334
71.293,"B",335
67.718,"B",336
65.118,"B",337
58.917,"B",338
58.917,"B",339
52.43,"B",340
54.393,"B",341
53.405,"B",342
48.491,"B",343
45.748,"B",344
43.07,"B",345
38.988,"B",346
37.714,"B",347
38.104,"B",348
37.688,"B",349
38,"B",350
35.478,"B",351
38.234,"B",352
36.713,"B",353
38.312,"B",354
40.158,"B",355
41.016,"B",356
41.042,"B",357
43.954,"B",358
45.995,"B",359
48.075,"B",360
49.895,"B",361
45.904,"B",362
46.164,"B",363
51.507,"B",364
48.647,"B",365
46.827,"B",366
49.076,"B",367
47.373,"B",368
45.332,"B",369
43.434,"B",370
42.628,"B",371
44.279,"B",372
44.201,"B",373
49.05,"B",374
50.974,"B",375
52.508,"B",376
51.273,"B",377
49.349,"B",378
49.687,"B",379
52.573,"B",380
51.728,"B",381
50.337,"B",382
50.779,"B",383
51.767,"B",384
49.18,"B",385
48.361,"B",386
48.673,"B",387
46.164,"B",388
44.5,"B",389
39.495,"B",390
37.636,"B",391
34.178,"B",392
32.93,"B",393
31.799,"B",394
31.292,"B",395
31.305,"B",396
31.188,"B",397
30.98,"B",398
31.578,"B",399
31.851,"B",400
31.851,"B",401
32.306,"B",402
31.864,"B",403
32.956,"B",404
34.607,"B",405
34.49,"B",406
36.44,"B",407
37.077,"B",408
39.3,"B",409
44.851,"B",410
52.859,"B",411
62.024,"B",412
58.215,"B",413
59.138,"B",414
61.075,"B",415
61.283,"B",416
56.395,"B",417
55.758,"B",418
60.347,"B",419
57.526,"B",420
62.635,"B",421
62.063,"B",422
61.777,"B",423
58.358,"B",424
65.079,"B",425
60.789,"B",426
60.542,"B",427
62.492,"B",428
62.791,"B",429
64.481,"B",430
64.026,"B",431
66.236,"B",432
72.164,"B",433
78.508,"B",434
79.886,"B",435
81.667,"B",436
80.302,"B",437
80.705,"B",438
80.315,"B",439
79.977,"B",440
79.444,"B",441
77.429,"B",442
72.671,"B",443
66.444,"B",444
80.068,"B",445
73.282,"B",446
56.343,"B",447
50.454,"B",448
47.581,"B",449
47.568,"B",450
46.71,"B",451
46.476,"B",452
44.487,"B",453
48.049,"B",454
47.568,"B",455
48.985,"B",456
51.221,"B",457
53.743,"B",458
55.992,"B",459
59.528,"B",460
61.309,"B",461
63.909,"B",462
49.102,"C",1
51.143,"C",2
52.456,"C",3
51.26,"C",4
46.424,"C",5
44.747,"C",6
46.801,"C",7
47.1,"C",8
48.608,"C",9
47.919,"C",10
46.255,"C",11
44.097,"C",12
50.467,"C",13
46.164,"C",14
50.259,"C",15
47.321,"C",16
49.596,"C",17
29.251,"C",18
55.563,"C",19
58.098,"C",20
62.388,"C",21
61.192,"C",22
59.554,"C",23
54.458,"C",24
53.366,"C",25
44.5,"C",26
37.753,"C",27
47.191,"C",28
43.252,"C",29
39.495,"C",30
38.793,"C",31
38.767,"C",32
39.014,"C",33
39.82,"C",34
38.871,"C",35
39.573,"C",36
39.222,"C",37
39.482,"C",38
43.577,"C",39
25,"C",40
44.604,"C",41
45.332,"C",42
46.437,"C",43
50.272,"C",44
51.806,"C",45
53.99,"C",46
48.478,"C",47
51.481,"C",48
58.202,"C",49
54.679,"C",50
63.61,"C",51
51.637,"C",52
51,"C",53
59.216,"C",54
59.58,"C",55
54.029,"C",56
62.219,"C",57
62.141,"C",58
56.564,"C",59
56.512,"C",60
50.61,"C",61
60.737,"C",62
58.176,"C",63
52.898,"C",64
50.753,"C",65
46.97,"C",66
55.68,"C",67
55.849,"C",68
57.968,"C",69
56.564,"C",70
56.707,"C",71
56.473,"C",72
57.89,"C",73
54.055,"C",74
57.799,"C",75
58.007,"C",76
56.642,"C",77
57.409,"C",78
52.131,"C",79
54.718,"C",80
51.377,"C",81
46.333,"C",82
45.423,"C",83
44.955,"C",84
43.382,"C",85
44.357,"C",86
42.303,"C",87
41.874,"C",88
43.902,"C",89
45.332,"C",90
43.98,"C",91
44.448,"C",92
42.342,"C",93
48.179,"C",94
49.83,"C",95
46.658,"C",96
47.646,"C",97
46.086,"C",98
44.058,"C",99
47.88,"C",100
46.086,"C",101
44.721,"C",102
48.231,"C",103
55.706,"C",104
50.649,"C",105
58.358,"C",106
55.563,"C",107
57.292,"C",108
58.215,"C",109
62.739,"C",110
62.518,"C",111
64.884,"C",112
66.756,"C",113
69.629,"C",114
63.922,"C",115
63.688,"C",116
67.744,"C",117
69.473,"C",118
68.836,"C",119
56.551,"C",120
78.222,"C",121
71.501,"C",122
70.838,"C",123
63.675,"C",124
64.949,"C",125
66.691,"C",126
66.496,"C",127
66.522,"C",128
59.944,"C",129
58.384,"C",130
51.377,"C",131
51.299,"C",132
47.633,"C",133
46.203,"C",134
46.138,"C",135
46.073,"C",136
43.915,"C",137
43.278,"C",138
42.29,"C",139
44.578,"C",140
44.656,"C",141
44.825,"C",142
45.137,"C",143
43.59,"C",144
47.1,"C",145
48.699,"C",146
48.049,"C",147
49.986,"C",148
53.041,"C",149
58.501,"C",150
61.218,"C",151
59.125,"C",152
60.594,"C",153
57.656,"C",154
60.776,"C",155
63.337,"C",156
61.27,"C",157
66.951,"C",158
69.837,"C",159
70.461,"C",160
65.963,"C",161
67.003,"C",162
66.08,"C",163
69.005,"C",164
66.275,"C",165
66.678,"C",166
59.125,"C",167
64.988,"C",168
66.405,"C",169
68.914,"C",170
69.642,"C",171
66.067,"C",172
70.006,"C",173
68.758,"C",174
67.952,"C",175
71.306,"C",176
76.116,"C",177
74.985,"C",178
81.29,"C",179
80.614,"C",180
67.588,"C",181
67.848,"C",182
55.485,"C",183
54.185,"C",184
48.907,"C",185
44.981,"C",186
45.423,"C",187
41.783,"C",188
40.886,"C",189
39.443,"C",190
39.352,"C",191
38.598,"C",192
40.86,"C",193
40.418,"C",194
40.067,"C",195
39.963,"C",196
41.757,"C",197
44.214,"C",198
41.627,"C",199
44.539,"C",200
48.764,"C",201
49.141,"C",202
48.842,"C",203
48.634,"C",204
53.158,"C",205
57.097,"C",206
57.669,"C",207
55.277,"C",208
54.614,"C",209
57.864,"C",210
60.165,"C",211
60.659,"C",212
59.034,"C",213
58.891,"C",214
60.061,"C",215
55.979,"C",216
55.485,"C",217
56.59,"C",218
57.162,"C",219
53.483,"C",220
51.741,"C",221
52.872,"C",222
58.501,"C",223
61.309,"C",224
56.07,"C",225
54.237,"C",226
57.071,"C",227
56.98,"C",228
55.875,"C",229
61.296,"C",230
64.52,"C",231
66.249,"C",232
53.756,"C",233
64.728,"C",234
60.984,"C",235
58.215,"C",236
51.559,"C",237
46.593,"C",238
46.84,"C",239
45.93,"C",240
45.826,"C",241
42.329,"C",242
41.588,"C",243
39.274,"C",244
38.923,"C",245
38.611,"C",246
37.363,"C",247
38.52,"C",248
39.092,"C",249
39.859,"C",250
41.172,"C",251
41.913,"C",252
45.618,"C",253
52.391,"C",254
57.552,"C",255
59.242,"C",256
61.79,"C",257
70.006,"C",258
71.28,"C",259
73.984,"C",260
80.302,"C",261
85.073,"C",262
78.469,"C",263
80.952,"C",264
84.657,"C",265
77.208,"C",266
75.557,"C",267
75.427,"C",268
73.126,"C",269
75.154,"C",270
78.781,"C",271
78.183,"C",272
83.487,"C",273
75.778,"C",274
79.964,"C",275
79.067,"C",276
72.008,"C",277
70.916,"C",278
66.08,"C",279
57.63,"C",280
58.033,"C",281
57.682,"C",282
55.329,"C",283
55.537,"C",284
56.915,"C",285
49.037,"C",286
48.543,"C",287
48.738,"C",288
48.322,"C",289
45.722,"C",290
44.292,"C",291
43.772,"C",292
43.304,"C",293
40.522,"C",294
41.601,"C",295
43.2,"C",296
40.964,"C",297
41.328,"C",298
42.199,"C",299
42.511,"C",300
45.891,"C",301
47.399,"C",302
51.416,"C",303
54.588,"C",304
60.516,"C",305
62.856,"C",306
66.444,"C",307
61.361,"C",308
63.363,"C",309
64.559,"C",310
71.072,"C",311
75.986,"C",312
76.948,"C",313
74.569,"C",314
75.414,"C",315
76.974,"C",316
75.05,"C",317
76.259,"C",318
72.905,"C",319
75.245,"C",320
75.83,"C",321
70.89,"C",322
70.539,"C",323
73.126,"C",324
71.865,"C",325
73.243,"C",326
76.311,"C",327
78.092,"C",328
78.794,"C",329
75.401,"C",330
82.486,"C",331
88.466,"C",332
80.913,"C",333
72.554,"C",334
76.506,"C",335
69.408,"C",336
70.188,"C",337
62.557,"C",338
60.529,"C",339
59.021,"C",340
54.523,"C",341
51.286,"C",342
49.089,"C",343
46.073,"C",344
42.966,"C",345
40.262,"C",346
39.599,"C",347
36.414,"C",348
36.609,"C",349
36.999,"C",350
35.92,"C",351
37.441,"C",352
36.765,"C",353
37.493,"C",354
40.964,"C",355
42.472,"C",356
42.095,"C",357
44.552,"C",358
52.235,"C",359
55.784,"C",360
56.447,"C",361
51.078,"C",362
54.601,"C",363
58.449,"C",364
57.617,"C",365
58.046,"C",366
59.281,"C",367
59.45,"C",368
54.731,"C",369
55.68,"C",370
56.226,"C",371
61.296,"C",372
60.737,"C",373
67.575,"C",374
65.989,"C",375
68.433,"C",376
58.917,"C",377
61.166,"C",378
62.076,"C",379
59.476,"C",380
61.036,"C",381
58.696,"C",382
59.58,"C",383
54.913,"C",384
58.735,"C",385
59.749,"C",386
62.18,"C",387
60.139,"C",388
56.122,"C",389
50.311,"C",390
44.344,"C",391
39.664,"C",392
37.376,"C",393
36.817,"C",394
36.531,"C",395
36.102,"C",396
36.258,"C",397
35.92,"C",398
34.594,"C",399
35.244,"C",400
35.66,"C",401
35.855,"C",402
34.672,"C",403
37.415,"C",404
38.962,"C",405
40.262,"C",406
44.201,"C",407
40.028,"C",408
42.472,"C",409
48.621,"C",410
53.834,"C",411
57.084,"C",412
58.605,"C",413
61.686,"C",414
63.103,"C",415
66.314,"C",416
64.793,"C",417
72.125,"C",418
65.274,"C",419
71.176,"C",420
72.255,"C",421
76.389,"C",422
80.887,"C",423
81.641,"C",424
81.316,"C",425
78.573,"C",426
79.21,"C",427
75.739,"C",428
74.439,"C",429
79.834,"C",430
80.978,"C",431
80.822,"C",432
83.578,"C",433
82.98,"C",434
90.611,"C",435
88.791,"C",436
89.493,"C",437
80.406,"C",438
84.579,"C",439
83.89,"C",440
88.778,"C",441
85.853,"C",442
94.446,"C",443
70.708,"C",444
64.533,"C",445
63.207,"C",446
62.297,"C",447
63.103,"C",448
59.177,"C",449
56.967,"C",450
52.807,"C",451
51.039,"C",452
54.133,"C",453
54.393,"C",454
52.222,"C",455
52.027,"C",456
57.799,"C",457
56.928,"C",458
60.984,"C",459
67.094,"C",460
72.307,"C",461
73.269,"C",462
37.506,"D",1
36.297,"D",2
35.751,"D",3
35.348,"D",4
33.671,"D",5
34.672,"D",6
33.632,"D",7
34.659,"D",8
31.383,"D",9
33.996,"D",10
34.581,"D",11
35.283,"D",12
36.531,"D",13
34.412,"D",14
36.414,"D",15
35.764,"D",16
34.906,"D",17
34.711,"D",18
33.762,"D",19
37.285,"D",20
36.323,"D",21
35.764,"D",22
38.546,"D",23
39.586,"D",24
35.4,"D",25
33.242,"D",26
33.372,"D",27
32.605,"D",28
31.617,"D",29
31.188,"D",30
31.058,"D",31
30.72,"D",32
29.615,"D",33
30.889,"D",34
29.68,"D",35
30.59,"D",36
30.187,"D",37
28.887,"D",38
31.877,"D",39
31.071,"D",40
34.971,"D",41
30.837,"D",42
29.004,"D",43
31.812,"D",44
31.864,"D",45
32.826,"D",46
31.695,"D",47
33.359,"D",48
29.433,"D",49
31.682,"D",50
33.112,"D",51
33.697,"D",52
34.373,"D",53
35.374,"D",54
34.269,"D",55
36.791,"D",56
34.49,"D",57
35.27,"D",58
34.282,"D",59
33.437,"D",60
33.762,"D",61
26.131,"D",62
34.23,"D",63
33.879,"D",64
32.904,"D",65
32.488,"D",66
37.142,"D",67
38.923,"D",68
40.483,"D",69
40.34,"D",70
39.937,"D",71
41.12,"D",72
39.521,"D",73
40.691,"D",74
40.535,"D",75
40.964,"D",76
39.521,"D",77
39.547,"D",78
37.376,"D",79
36.739,"D",80
34.958,"D",81
33.281,"D",82
31.149,"D",83
31.448,"D",84
31.539,"D",85
30.226,"D",86
30.928,"D",87
30.2,"D",88
30.551,"D",89
31.747,"D",90
30.629,"D",91
31.591,"D",92
31.474,"D",93
32.618,"D",94
34.165,"D",95
33.697,"D",96
32.982,"D",97
33.788,"D",98
31.63,"D",99
31.266,"D",100
32.371,"D",101
32.384,"D",102
33.281,"D",103
33.554,"D",104
35.218,"D",105
36.661,"D",106
36.284,"D",107
36.752,"D",108
33.658,"D",109
38.611,"D",110
38.442,"D",111
41.367,"D",112
40.951,"D",113
39.599,"D",114
40.314,"D",115
41.978,"D",116
42.875,"D",117
46.125,"D",118
45.527,"D",119
42.875,"D",120
49.505,"D",121
48.673,"D",122
48.491,"D",123
46.398,"D",124
46.593,"D",125
44.149,"D",126
45.878,"D",127
46.619,"D",128
46.502,"D",129
42.329,"D",130
35.868,"D",131
38.377,"D",132
35.803,"D",133
34.295,"D",134
33.008,"D",135
32.93,"D",136
33.268,"D",137
32.657,"D",138
32.267,"D",139
32.397,"D",140
32.995,"D",141
33.034,"D",142
34.061,"D",143
36.349,"D",144
37.883,"D",145
38.481,"D",146
37.766,"D",147
32.774,"D",148
39.482,"D",149
39.027,"D",150
41.575,"D",151
41.653,"D",152
38.559,"D",153
39.391,"D",154
41.198,"D",155
40.041,"D",156
39.755,"D",157
42.641,"D",158
40.951,"D",159
43.317,"D",160
44.669,"D",161
43.668,"D",162
42.095,"D",163
44.721,"D",164
44.279,"D",165
41.302,"D",166
41.796,"D",167
43.109,"D",168
