"incidence","village","week"
270.2,"C",194
264.8,"C",195
263.2,"C",196
290.8,"C",197
328.6,"C",198
288.8,"C",199
333.6,"C",200
398.6,"C",201
404.4,"C",202
399.8,"C",203
396.6,"C",204
466.2,"C",205
526.8,"C",206
535.6,"C",207
498.8,"C",208
488.6,"C",209
538.6,"C",210
574,"C",211
581.6,"C",212
556.6,"C",213
554.4,"C",214
572.4,"C",215
509.6,"C",216
502,"C",217
519,"C",218
527.8,"C",219
471.2,"C",220
444.4,"C",221
461.8,"C",222
548.4,"C",223
591.6,"C",224
511,"C",225
482.8,"C",226
526.4,"C",227
525,"C",228
508,"C",229
591.4,"C",230
641,"C",231
667.6,"C",232
475.4,"C",233
644.2,"C",234
586.6,"C",235
544,"C",236
441.6,"C",237
365.2,"C",238
369,"C",239
355,"C",240
353.4,"C",241
299.6,"C",242
288.2,"C",243
252.6,"C",244
247.2,"C",245
242.4,"C",246
223.2,"C",247
241,"C",248
249.8,"C",249
261.6,"C",250
281.8,"C",251
293.2,"C",252
350.2,"C",253
454.4,"C",254
533.8,"C",255
559.8,"C",256
599,"C",257
725.4,"C",258
745,"C",259
786.6,"C",260
883.8,"C",261
957.2,"C",262
855.6,"C",263
893.8,"C",264
950.8,"C",265
836.2,"C",266
810.8,"C",267
808.8,"C",268
773.4,"C",269
804.6,"C",270
860.4,"C",271
851.2,"C",272
932.8,"C",273
814.2,"C",274
878.6,"C",275
864.8,"C",276
756.2,"C",277
739.4,"C",278
665,"C",279
535,"C",280
541.2,"C",281
535.8,"C",282
499.6,"C",283
502.8,"C",284
524,"C",285
402.8,"C",286
395.2,"C",287
398.2,"C",288
391.8,"C",289
351.8,"C",290
329.8,"C",291
321.8,"C",292
314.6,"C",293
271.8,"C",294
288.4,"C",295
313,"C",296
278.6,"C",297
284.2,"C",298
297.6,"C",299
302.4,"C",300
354.4,"C",301
377.6,"C",302
439.4,"C",303
488.2,"C",304
579.4,"C",305
615.4,"C",306
670.6,"C",307
592.4,"C",308
623.2,"C",309
641.6,"C",310
741.8,"C",311
817.4,"C",312
832.2,"C",313
795.6,"C",314
808.6,"C",315
832.6,"C",316
803,"C",317
821.6,"C",318
770,"C",319
806,"C",320
815,"C",321
739,"C",322
733.6,"C",323
773.4,"C",324
754,"C",325
775.2,"C",326
822.4,"C",327
849.8,"C",328
860.6,"C",329
808.4,"C",330
917.4,"C",331
1009.4,"C",332
893.2,"C",333
764.6,"C",334
825.4,"C",335
716.2,"C",336
728.2,"C",337
610.8,"C",338
579.6,"C",339
556.4,"C",340
487.2,"C",341
437.4,"C",342
403.6,"C",343
357.2,"C",344
309.4,"C",345
267.8,"C",346
257.6,"C",347
208.6,"C",348
211.6,"C",349
217.6,"C",350
201,"C",351
224.4,"C",352
214,"C",353
225.2,"C",354
278.6,"C",355
301.8,"C",356
296,"C",357
333.8,"C",358
452,"C",359
506.6,"C",360
516.8,"C",361
434.2,"C",362
488.4,"C",363
547.6,"C",364
534.8,"C",365
541.4,"C",366
560.4,"C",367
563,"C",368
490.4,"C",369
505,"C",370
513.4,"C",371
591.4,"C",372
582.8,"C",373
688,"C",374
663.6,"C",375
701.2,"C",376
554.8,"C",377
589.4,"C",378
603.4,"C",379
563.4,"C",380
587.4,"C",381
551.4,"C",382
565,"C",383
493.2,"C",384
552,"C",385
567.6,"C",386
605,"C",387
573.6,"C",388
511.8,"C",389
422.4,"C",390
330.6,"C",391
258.6,"C",392
223.4,"C",393
214.8,"C",394
210.4,"C",395
203.8,"C",396
206.2,"C",397
201,"C",398
180.6,"C",399
190.6,"C",400
197,"C",401
200,"C",402
181.8,"C",403
224,"C",404
247.8,"C",405
267.8,"C",406
328.4,"C",407
264.2,"C",408
301.8,"C",409
396.4,"C",410
476.6,"C",411
526.6,"C",412
550,"C",413
597.4,"C",414
619.2,"C",415
668.6,"C",416
645.2,"C",417
758,"C",418
652.6,"C",419
743.4,"C",420
760,"C",421
823.6,"C",422
892.8,"C",423
904.4,"C",424
899.4,"C",425
857.2,"C",426
867,"C",427
813.6,"C",428
793.6,"C",429
876.6,"C",430
894.2,"C",431
891.8,"C",432
934.2,"C",433
925,"C",434
1042.4,"C",435
1014.4,"C",436
1025.2,"C",437
885.4,"C",438
949.6,"C",439
939,"C",440
1014.2,"C",441
969.2,"C",442
1101.4,"C",443
736.2,"C",444
641.2,"C",445
620.8,"C",446
606.8,"C",447
619.2,"C",448
558.8,"C",449
524.8,"C",450
460.8,"C",451
433.6,"C",452
481.2,"C",453
485.2,"C",454
451.8,"C",455
448.8,"C",456
537.6,"C",457
524.2,"C",458
586.6,"C",459
680.6,"C",460
760.8,"C",461
775.6,"C",462
225.4,"D",1
206.8,"D",2
198.4,"D",3
192.2,"D",4
166.4,"D",5
181.8,"D",6
165.8,"D",7
181.6,"D",8
131.2,"D",9
171.4,"D",10
180.4,"D",11
191.2,"D",12
210.4,"D",13
177.8,"D",14
208.6,"D",15
198.6,"D",16
185.4,"D",17
182.4,"D",18
167.8,"D",19
222,"D",20
207.2,"D",21
198.6,"D",22
241.4,"D",23
257.4,"D",24
193,"D",25
159.8,"D",26
161.8,"D",27
150,"D",28
134.8,"D",29
128.2,"D",30
126.2,"D",31
121,"D",32
104,"D",33
123.6,"D",34
105,"D",35
119,"D",36
112.8,"D",37
92.8,"D",38
138.8,"D",39
126.4,"D",40
186.4,"D",41
122.8,"D",42
94.6,"D",43
137.8,"D",44
138.6,"D",45
153.4,"D",46
136,"D",47
161.6,"D",48
101.2,"D",49
135.8,"D",50
157.8,"D",51
166.8,"D",52
177.2,"D",53
192.6,"D",54
175.6,"D",55
214.4,"D",56
179,"D",57
191,"D",58
175.8,"D",59
162.8,"D",60
167.8,"D",61
50.4,"D",62
175,"D",63
169.6,"D",64
154.6,"D",65
148.2,"D",66
219.8,"D",67
247.2,"D",68
271.2,"D",69
269,"D",70
262.8,"D",71
281,"D",72
256.4,"D",73
274.4,"D",74
272,"D",75
278.6,"D",76
256.4,"D",77
256.8,"D",78
223.4,"D",79
213.6,"D",80
186.2,"D",81
160.4,"D",82
127.6,"D",83
132.2,"D",84
133.6,"D",85
113.4,"D",86
124.2,"D",87
113,"D",88
118.4,"D",89
136.8,"D",90
119.6,"D",91
134.4,"D",92
132.6,"D",93
150.2,"D",94
174,"D",95
166.8,"D",96
155.8,"D",97
168.2,"D",98
135,"D",99
129.4,"D",100
146.4,"D",101
146.6,"D",102
160.4,"D",103
164.6,"D",104
190.2,"D",105
212.4,"D",106
206.6,"D",107
213.8,"D",108
166.2,"D",109
242.4,"D",110
239.8,"D",111
284.8,"D",112
278.4,"D",113
257.6,"D",114
268.6,"D",115
294.2,"D",116
308,"D",117
358,"D",118
348.8,"D",119
308,"D",120
410,"D",121
397.2,"D",122
394.4,"D",123
362.2,"D",124
365.2,"D",125
327.6,"D",126
354.2,"D",127
365.6,"D",128
363.8,"D",129
299.6,"D",130
200.2,"D",131
238.8,"D",132
199.2,"D",133
176,"D",134
156.2,"D",135
155,"D",136
160.2,"D",137
150.8,"D",138
144.8,"D",139
146.8,"D",140
156,"D",141
156.6,"D",142
172.4,"D",143
207.6,"D",144
231.2,"D",145
240.4,"D",146
229.4,"D",147
152.6,"D",148
255.8,"D",149
248.8,"D",150
288,"D",151
289.2,"D",152
241.6,"D",153
254.4,"D",154
282.2,"D",155
264.4,"D",156
260,"D",157
304.4,"D",158
278.4,"D",159
314.8,"D",160
335.6,"D",161
320.2,"D",162
296,"D",163
336.4,"D",164
329.6,"D",165
283.8,"D",166
291.4,"D",167
311.6,"D",168
350.4,"D",169
371.8,"D",170
394,"D",171
370.4,"D",172
410.2,"D",173
376.2,"D",174
412.4,"D",175
384.8,"D",176
352.8,"D",177
388.4,"D",178
425.2,"D",179
423.6,"D",180
367.6,"D",181
351.4,"D",182
343.4,"D",183
308.6,"D",184
239.8,"D",185
193,"D",186
177,"D",187
168.6,"D",188
140.8,"D",189
145.6,"D",190
128,"D",191
113.2,"D",192
84.2,"D",193
133.6,"D",194
121.8,"D",195
114,"D",196
115,"D",197
117.2,"D",198
124.6,"D",199
140.4,"D",200
131,"D",201
125.2,"D",202
126.2,"D",203
143.8,"D",204
150,"D",205
153.2,"D",206
162.2,"D",207
145.4,"D",208
136,"D",209
144.4,"D",210
156.8,"D",211
150.8,"D",212
163.2,"D",213
158.4,"D",214
145.4,"D",215
149.4,"D",216
152.2,"D",217
123.8,"D",218
156,"D",219
144.8,"D",220
150.2,"D",221
145,"D",222
182.4,"D",223
220,"D",224
232.6,"D",225
198.8,"D",226
204.4,"D",227
187,"D",228
239.4,"D",229
239,"D",230
326.2,"D",231
303.6,"D",232
395,"D",233
406.4,"D",234
