"cases","village","week"
554.889508696329,"A",303
523.368308234656,"A",304
605.798146141214,"A",305
580.378791680733,"A",306
554.462661193265,"A",307
480.831071635312,"A",308
539.045844910764,"A",309
563.163286436848,"A",310
593.072641055076,"A",311
624.517037626064,"A",312
566.133494792983,"A",313
600.947424497721,"A",314
564.521051960792,"A",315
476.754875697102,"A",316
456.056227859941,"A",317
481.528498581111,"A",318
480.024430596938,"A",319
503.066082299578,"A",320
490.060302127242,"A",321
500.335462595041,"A",322
479.800194637935,"A",323
502.166193743661,"A",324
449.523281847076,"A",325
429.777511472793,"A",326
410.776983123648,"A",327
425.134928103106,"A",328
440.78552634712,"A",329
502.645609882454,"A",330
525.557038765635,"A",331
542.936229672085,"A",332
518.458985095248,"A",333
493.648856255246,"A",334
504.756904113623,"A",335
511.30835524238,"A",336
476.612471729952,"A",337
442.546884505919,"A",338
446.715818861194,"A",339
442.462901952869,"A",340
438.858101655642,"A",341
423.446355510538,"A",342
413.972692592222,"A",343
426.947570011167,"A",344
416.193655667571,"A",345
429.082507320674,"A",346
469.86328585362,"A",347
390.698550838621,"A",348
470.67816430454,"A",349
504.345974299613,"A",350
525.035925340821,"A",351
532.380713402803,"A",352
489.445444342212,"A",353
538.880209697291,"A",354
494.864350334198,"A",355
480.200497306858,"A",356
460.115333117981,"A",357
461.22964489449,"A",358
403.973204445459,"A",359
416.970696084212,"A",360
390.08028811988,"A",361
374.410700951334,"A",362
353.739074949578,"A",363
331.838623999994,"A",364
331.533418412079,"A",365
357.800371835827,"A",366
363.597168432449,"A",367
377.401748607243,"A",368
354.636645423609,"A",369
354.143260668668,"A",370
351.54209112277,"A",371
399.216831089754,"A",372
367.619814412965,"A",373
365.7343426968,"A",374
358.635771603466,"A",375
303.875942570449,"A",376
291.10100711822,"A",377
287.546964772575,"A",378
328.066409342111,"A",379
316.01567568248,"A",380
322.944856525508,"A",381
294.846846515618,"A",382
271.727836495701,"A",383
345.988937867352,"A",384
325.881414306593,"A",385
318.195598605215,"A",386
341.259360593501,"A",387
291.146165726744,"A",388
321.113845310217,"A",389
263.626791725552,"A",390
284.310668604983,"A",391
265.358786753145,"A",392
275.326254382261,"A",393
277.817386249831,"A",394
259.649806845201,"A",395
293.497986190146,"A",396
285.825645165441,"A",397
291.712194765934,"A",398
319.075641522025,"A",399
310.249519639234,"A",400
341.527351260825,"A",401
360.157150510287,"A",402
420.791998556911,"A",403
462.080029307967,"A",404
427.304213773484,"A",405
571.507099054172,"A",406
531.34142812071,"A",407
479.066489517146,"A",408
503.130790262792,"A",409
470.546523865046,"A",410
468.362925171037,"A",411
462.995116192685,"A",412
425.035691797453,"A",413
448.928726064523,"A",414
484.628564232124,"A",415
449.146431487737,"A",416
574.181291173737,"A",417
504.301094190479,"A",418
491.707911025058,"A",419
443.655582033617,"A",420
739.07375263075,"A",421
519.436350540146,"A",422
586.951152508371,"A",423
599.82509689959,"A",424
666.770863750858,"A",425
602.631118338911,"A",426
569.716285657926,"A",427
600.646210388795,"A",428
489.124604601854,"A",429
459.195480176564,"A",430
421.281832180444,"A",431
395.748156214694,"A",432
398.871437484138,"A",433
425.026241363358,"A",434
410.365823182157,"A",435
433.956557249306,"A",436
436.764286869961,"A",437
762.604651058227,"A",438
414.303650666956,"A",439
440.018357733585,"A",440
445.531147829718,"A",441
395.327604518136,"A",442
742.894508240187,"A",443
429.403509281325,"A",444
428.616675579281,"A",445
368.01487028775,"A",446
366.562171603447,"A",447
348.965901382656,"A",448
357.521460621568,"A",449
377.778777580271,"A",450
396.386162274696,"A",451
440.139668489772,"A",452
417.07950730319,"A",453
433.180075575412,"A",454
464.691032161415,"A",455
507.778125143329,"A",456
488.68815426088,"A",457
457.969942573854,"A",458
481.503099042432,"A",459
512.15149111226,"A",460
503.601271776524,"A",461
427.698630467182,"A",462
346.323934179564,"B",1
338.765999756701,"B",2
332.791995364271,"B",3
280.433225646427,"B",4
220.769954757835,"B",5
251.611833090083,"B",6
243.119206663729,"B",7
221.848603104508,"B",8
211.56234983756,"B",9
250.811546207908,"B",10
330.049571475226,"B",11
251.804589653831,"B",12
287.851544787787,"B",13
314.372362574358,"B",14
294.239358327855,"B",15
317.824627358889,"B",16
331.755175752043,"B",17
367.164589899524,"B",18
453.566685819749,"B",19
555.457366369555,"B",20
667.364880370221,"B",21
613.113568925893,"B",22
554.290438428921,"B",23
440.547491869021,"B",24
436.679351060093,"B",25
348.615114797962,"B",26
349.889886909017,"B",27
292.231184364519,"B",28
260.693912813889,"B",29
261.232069741803,"B",30
232.069912367098,"B",31
201.215613962016,"B",32
220.016758635823,"B",33
186.031238074513,"B",34
187.974377368522,"B",35
207.07163247399,"B",36
221.161734927571,"B",37
206.409001396056,"B",38
100.416598339177,"B",39
241.841533498179,"B",40
218.390182705254,"B",41
203.953146872311,"B",42
301.802243376162,"B",43
263.737842950489,"B",44
346.124447405131,"B",45
321.326825195236,"B",46
361.230314392784,"B",47
397.44472782434,"B",48
350.438865096434,"B",49
367.046651117264,"B",50
411.28826494772,"B",51
395.32620077915,"B",52
116.12847242803,"B",53
495.123948601306,"B",54
443.636395342197,"B",55
501.654119163432,"B",56
426.47094049543,"B",57
374.84482969076,"B",58
323.485905963764,"B",59
302.89108304417,"B",60
332.01853331829,"B",61
297.777958791544,"B",62
270.887562995959,"B",63
257.551026410427,"B",64
286.700259601287,"B",65
216.250091922709,"B",66
333.934365768828,"B",67
402.345676581411,"B",68
422.285525706444,"B",69
410.343875785013,"B",70
446.548403269665,"B",71
431.442797699397,"B",72
426.731597833536,"B",73
451.416027328259,"B",74
457.496123564916,"B",75
533.548380744256,"B",76
496.179454682237,"B",77
476.177733126276,"B",78
436.443293082167,"B",79
384.498718729503,"B",80
296.829586035603,"B",81
283.973220148156,"B",82
230.011045736193,"B",83
227.203473582953,"B",84
98.9121177182431,"B",85
240.953015438198,"B",86
202.093633227781,"B",87
201.994182571346,"B",88
307.443357491815,"B",89
201.448380753837,"B",90
214.913449255767,"B",91
226.357343680198,"B",92
215.366082186148,"B",93
301.886758676988,"B",94
347.26862127958,"B",95
298.192423929917,"B",96
309.065922912898,"B",97
333.639642581675,"B",98
348.408019615265,"B",99
409.451923275937,"B",100
275.304521865129,"B",101
395.143617481315,"B",102
411.630411963231,"B",103
437.592028441521,"B",104
385.278360900563,"B",105
465.678543699346,"B",106
431.341477423222,"B",107
415.8231826573,"B",108
434.202072785193,"B",109
488.151533663032,"B",110
556.782925482101,"B",111
547.880183626291,"B",112
553.093906797077,"B",113
497.034229012973,"B",114
452.419720928441,"B",115
439.116069377668,"B",116
548.523658512057,"B",117
596.0494542233,"B",118
564.764650097591,"B",119
462.756509559375,"B",120
713.02156614161,"B",121
736.145837708017,"B",122
717.611344787321,"B",123
668.211309987772,"B",124
687.367234022649,"B",125
644.061317868242,"B",126
567.316226635395,"B",127
607.54905878798,"B",128
569.699771229464,"B",129
500.611353351085,"B",130
415.673377967989,"B",131
380.829282466249,"B",132
308.908100026819,"B",133
272.170721051145,"B",134
254.788052244566,"B",135
257.367888105296,"B",136
256.273488652128,"B",137
258.00190084475,"B",138
204.06061521455,"B",139
281.408691393372,"B",140
284.392794345569,"B",141
281.941170938709,"B",142
287.654608957571,"B",143
279.45587857331,"B",144
282.010865479725,"B",145
314.620997448027,"B",146
394.425915747175,"B",147
422.700236397987,"B",148
485.358723823715,"B",149
511.304403539774,"B",150
535.376722918976,"B",151
534.823063025502,"B",152
488.182018123074,"B",153
466.746345106063,"B",154
511.811774074067,"B",155
487.763293338412,"B",156
564.630328637217,"B",157
624.57075105232,"B",158
582.926867124177,"B",159
602.931225886755,"B",160
562.980201147588,"B",161
584.483909470316,"B",162
504.686351813019,"B",163
461.358689400766,"B",164
419.109031628538,"B",165
407.074836272723,"B",166
432.309984310385,"B",167
486.252981401678,"B",168
454.108555981319,"B",169
520.139928190448,"B",170
594.213100487022,"B",171
557.608337790594,"B",172
614.288672910926,"B",173
600.759946561527,"B",174
687.337043274269,"B",175
608.179368311418,"B",176
765.225771857788,"B",177
850.683088736942,"B",178
775.883051683076,"B",179
739.787555233251,"B",180
668.7008372943,"B",181
656.607748538411,"B",182
563.854364040736,"B",183
410.958378640371,"B",184
394.680267237185,"B",185
285.188297648203,"B",186
276.957326542535,"B",187
239.942407809586,"B",188
232.348712923466,"B",189
244.300667132827,"B",190
190.68569489479,"B",191
215.06981152631,"B",192
208.731257874358,"B",193
184.017961039817,"B",194
203.052915723729,"B",195
178.05211653324,"B",196
200.11378091363,"B",197
232.554409409686,"B",198
196.661994191452,"B",199
218.015678280265,"B",200
239.966634734581,"B",201
210.373698383199,"B",202
277.779363967739,"B",203
273.91313091718,"B",204
333.01307709953,"B",205
354.55234736544,"B",206
398.236324368675,"B",207
357.865689178177,"B",208
376.854721298957,"B",209
409.14313221742,"B",210
440.168419523045,"B",211
387.440942081261,"B",212
395.77236813595,"B",213
344.732542198934,"B",214
319.963141643221,"B",215
324.368614395182,"B",216
304.031634598694,"B",217
331.029204700227,"B",218
285.066215472648,"B",219
254.222210085622,"B",220
269.191668739693,"B",221
282.603012100695,"B",222
333.974800847649,"B",223
376.637559209968,"B",224
398.762543578693,"B",225
363.468255594712,"B",226
345.458922129748,"B",227
392.417138684406,"B",228
431.984484107413,"B",229
464.751274437895,"B",230
453.544412621385,"B",231
534.951167966003,"B",232
626.941749631677,"B",233
522.462897644989,"B",234
483.101065995885,"B",235
453.765309634239,"B",236
404.994980836896,"B",237
391.129437645992,"B",238
353.437482859686,"B",239
331.149120710308,"B",240
287.809818847036,"B",241
307.470398672851,"B",242
264.314366434763,"B",243
208.705484434683,"B",244
253.152398100991,"B",245
248.648762470832,"B",246
233.911850850709,"B",247
250.889348818685,"B",248
273.21962092677,"B",249
295.450417771874,"B",250
320.990710781489,"B",251
394.209010168603,"B",252
503.595054207389,"B",253
668.887765205936,"B",254
733.198525565142,"B",255
666.663416594639,"B",256
669.858597925684,"B",257
754.807632144996,"B",258
830.90817445461,"B",259
766.289460951464,"B",260
910.059802508389,"B",261
940.357873795926,"B",262
973.0400764557,"B",263
989.691091807903,"B",264
914.101589909217,"B",265
873.497239818938,"B",266
777.698729491568,"B",267
642.117705417661,"B",268
635.543663447453,"B",269
639.859639628781,"B",270
728.605765334253,"B",271
715.268615914589,"B",272
752.085725344879,"B",273
772.084774219047,"B",274
785.701922033801,"B",275
746.478529992513,"B",276
597.879298383166,"B",277
628.503157171184,"B",278
686.987607628816,"B",279
587.989452744013,"B",280
554.798195290007,"B",281
486.329504938374,"B",282
480.441678123364,"B",283
501.944293077191,"B",284
530.232175137976,"B",285
485.011435254409,"B",286
469.12214312366,"B",287
375.30790557219,"B",288
358.52464327724,"B",289
348.010521696057,"B",290
327.955123972636,"B",291
332.661693454199,"B",292
333.262754800425,"B",293
316.714823997374,"B",294
293.005619144179,"B",295
346.763031646051,"B",296
315.212689490681,"B",297
283.711409014916,"B",298
296.363283458176,"B",299
343.80674539392,"B",300
440.733097322515,"B",301
551.685039920387,"B",302
702.080137696901,"B",303
714.561859122554,"B",304
835.974768208425,"B",305
910.500879686179,"B",306
934.26522782374,"B",307
731.462250468581,"B",308
844.734812166067,"B",309
913.097999469116,"B",310
1005.86739041066,"B",311
1070.01179303526,"B",312
998.046320435885,"B",313
958.601832086433,"B",314
925.595361070135,"B",315
808.108786990175,"B",316
851.833696945549,"B",317
753.086428134512,"B",318
733.32328330657,"B",319
701.669363831042,"B",320
654.649186308404,"B",321
661.110488384456,"B",322
695.55172597623,"B",323
677.636482879304,"B",324
698.150993344547,"B",325
748.458260777257,"B",326
782.501358001735,"B",327
918.774958768836,"B",328
943.175879249553,"B",329
1001.14555758524,"B",330
1043.23053222865,"B",331
1054.2078095354,"B",332
923.310618727119,"B",333
885.353099626139,"B",334
793.039174483901,"B",335
715.878811597294,"B",336
721.013426214148,"B",337
603.077552342779,"B",338
604.65854267325,"B",339
498.665709880038,"B",340
543.71958006397,"B",341
548.097441998225,"B",342
438.850214075684,"B",343
417.419883124241,"B",344
333.501483737389,"B",345
308.852956843118,"B",346
271.864463929232,"B",347
320.472847831702,"B",348
285.448096855536,"B",349
255.78999405218,"B",350
275.908898421358,"B",351
288.25790956764,"B",352
266.101543717438,"B",353
303.90550653916,"B",354
334.102452690664,"B",355
316.882907359212,"B",356
331.968734095455,"B",357
381.736082569333,"B",358
392.720844729576,"B",359
447.643622181724,"B",360
460.775288112805,"B",361
409.831461391188,"B",362
424.577594214361,"B",363
508.769720918935,"B",364
449.076234989378,"B",365
449.355594194384,"B",366
434.406936736235,"B",367
383.627944675441,"B",368
397.752857116673,"B",369
383.569514003825,"B",370
343.158506378812,"B",371
382.000783792744,"B",372
368.165405979149,"B",373
459.969500984049,"B",374
504.528242173342,"B",375
524.981665972084,"B",376
488.992300604309,"B",377
446.851564708878,"B",378
451.247322350074,"B",379
496.762886860919,"B",380
486.767506030582,"B",381
461.76761901079,"B",382
467.710924859444,"B",383
499.268297973645,"B",384
447.102157517389,"B",385
436.368025569513,"B",386
447.861116838013,"B",387
416.090583601181,"B",388
393.925874874388,"B",389
327.499198546231,"B",390
274.678267450382,"B",391
230.354795218492,"B",392
176.295944917846,"B",393
189.415044026709,"B",394
142.879559602068,"B",395
183.576719983096,"B",396
185.79227386712,"B",397
160.160430017729,"B",398
172.360748319098,"B",399
197.053429389529,"B",400
218.796699556582,"B",401
191.496306244209,"B",402
180.384951977619,"B",403
219.743042528875,"B",404
226.591164791016,"B",405
262.806208209023,"B",406
266.152291188493,"B",407
249.210664521524,"B",408
265.75444536439,"B",409
392.3687159857,"B",410
502.855664556337,"B",411
681.907498448766,"B",412
570.337543112414,"B",413
611.967014528116,"B",414
625.184614919597,"B",415
635.000219933669,"B",416
559.703346865784,"B",417
529.25655987066,"B",418
616.843740368983,"B",419
597.712342216207,"B",420
672.877323987942,"B",421
634.543863620365,"B",422
648.451537988782,"B",423
595.873118310683,"B",424
702.685037099646,"B",425
630.052955280647,"B",426
643.985546325534,"B",427
652.562468270487,"B",428
625.247858046742,"B",429
710.403986407571,"B",430
683.016074143469,"B",431
721.784375907409,"B",432
777.997824073459,"B",433
888.383150088551,"B",434
935.333569249015,"B",435
954.686218265406,"B",436
925.034662997561,"B",437
927.510969757012,"B",438
930.51004514842,"B",439
905.534604929048,"B",440
901.064424723802,"B",441
893.084697255669,"B",442
805.42961022764,"B",443
706.552220471169,"B",444
884.429205858321,"B",445
823.90117808154,"B",446
564.844443482133,"B",447
469.144839498034,"B",448
457.942059985296,"B",449
427.755786827942,"B",450
403.809002473308,"B",451
400.709921062507,"B",452
399.960348950741,"B",453
412.622099950866,"B",454
438.911847682213,"B",455
431.387159426798,"B",456
492.62624973258,"B",457
530.344037888198,"B",458
539.079969097739,"B",459
605.007446888552,"B",460
633.287615151464,"B",461
692.102316396788,"B",462
459.563113588198,"C",1
486.068336003632,"C",2
526.116461644672,"C",3
483.009397748843,"C",4
394.838956239447,"C",5
393.335520616708,"C",6
413.911201163459,"C",7
409.693564195147,"C",8
439.637160066343,"C",9
423.75681018055,"C",10
423.704544231931,"C",11
360.518563733505,"C",12
454.844925383178,"C",13
433.345829689216,"C",14
472.078299329974,"C",15
420.03930788373,"C",16
466.512662559557,"C",17
151.812787809403,"C",18
559.895842548192,"C",19
602.138757229462,"C",20
673.011526978191,"C",21
640.79139955239,"C",22
614.079778239574,"C",23
531.2610993224,"C",24
516.662025441787,"C",25
385.367270512494,"C",26
283.744333826356,"C",27
422.891981886839,"C",28
385.379852177785,"C",29
319.266726482374,"C",30
304.866342901561,"C",31
304.802257562305,"C",32
285.946066051394,"C",33
343.459075941152,"C",34
294.969593469044,"C",35
305.24046381822,"C",36
303.893061262842,"C",37
296.049096714949,"C",38
380.534125372829,"C",39
70.2504042499787,"C",40
368.806906440499,"C",41
375.212610956332,"C",42
387.86980347646,"C",43
457.238646856674,"C",44
480.362881022431,"C",45
539.809644515852,"C",46
457.266509958843,"C",47
484.890955422439,"C",48
578.89407748135,"C",49
523.438934836621,"C",50
687.038150518845,"C",51
496.58626327407,"C",52
479.339303452959,"C",53
603.232440592122,"C",54
621.223936919296,"C",55
530.69064082952,"C",56
646.505673454665,"C",57
642.193739849993,"C",58
569.752617413765,"C",59
573.65896846482,"C",60
481.234897361454,"C",61
620.064467039014,"C",62
605.861741730977,"C",63
514.586240022205,"C",64
487.952856235338,"C",65
429.750969194671,"C",66
564.038628154264,"C",67
557.510091842814,"C",68
586.214459726034,"C",69
543.695777516412,"C",70
570.103516569195,"C",71
563.977664636377,"C",72
621.376720483163,"C",73
506.481449299837,"C",74
582.426089490325,"C",75
597.682473150897,"C",76
560.233183590211,"C",77
547.76661910171,"C",78
490.620681161444,"C",79
519.652863587721,"C",80
494.223978162343,"C",81
382.229803985421,"C",82
389.165593683922,"C",83
399.552490048471,"C",84
348.594167690766,"C",85
366.757102277195,"C",86
361.44221902117,"C",87
371.534477146087,"C",88
368.762238192434,"C",89
408.539988407376,"C",90
361.084595366734,"C",91
402.191050904085,"C",92
360.675890559212,"C",93
429.588896646456,"C",94
456.905442917662,"C",95
401.804140831196,"C",96
426.725214269465,"C",97
417.295101264622,"C",98
392.988646721831,"C",99
433.986590279351,"C",100
376.513296678988,"C",101
374.140663067097,"C",102
428.748200373877,"C",103
540.170401038185,"C",104
464.191398012762,"C",105
569.5299770741,"C",106
531.232936001156,"C",107
587.876864520134,"C",108
574.808230998549,"C",109
646.229062333469,"C",110
648.126665317686,"C",111
701.967867146061,"C",112
706.579865991803,"C",113
771.223174342695,"C",114
656.39302212257,"C",115
689.413494718902,"C",116
736.238788870917,"C",117
773.219278572415,"C",118
758.2182114235,"C",119
565.583063806284,"C",120
893.577849834792,"C",121
782.320735575466,"C",122
788.00292454241,"C",123
688.28156754232,"C",124
692.977732349028,"C",125
711.041807074672,"C",126
741.167570026665,"C",127
735.833228872069,"C",128
588.634448700565,"C",129
596.567843695129,"C",130
482.34769070137,"C",131
487.022557486985,"C",132
405.790831653614,"C",133
421.469674468402,"C",134
407.023826057401,"C",135
373.22126984185,"C",136
382.8869292541,"C",137
358.517120917865,"C",138
363.389679051115,"C",139
405.919223910764,"C",140
393.236459566195,"C",141
413.108192625403,"C",142
411.66006546716,"C",143
393.463582355434,"C",144
441.17876223445,"C",145
411.51998771249,"C",146
459.896948197223,"C",147
458.726483386511,"C",148
502.935481306832,"C",149
608.532263620382,"C",150
634.561164542149,"C",151
605.980192234673,"C",152
640.168907108515,"C",153
598.962879895967,"C",154
628.485609349062,"C",155
647.525950063143,"C",156
622.877058416965,"C",157
717.008943758103,"C",158
775.795907876646,"C",159
783.320219765077,"C",160
699.790697744543,"C",161
727.815636554993,"C",162
709.165911899055,"C",163
752.13905980733,"C",164
703.007438794381,"C",165
755.51838826243,"C",166
567.523182810322,"C",167
715.38672606503,"C",168
686.450933343079,"C",169
747.733114143606,"C",170
761.955243689123,"C",171
719.581904855353,"C",172
774.388558798113,"C",173
752.495564516778,"C",174
733.067579713707,"C",175
788.971740468693,"C",176
866.581037438557,"C",177
875.393693534361,"C",178
941.478273950129,"C",179
919.802930341174,"C",180
731.55691153378,"C",181
735.206357806853,"C",182
540.096558602391,"C",183
504.325795278103,"C",184
432.289824459151,"C",185
402.780191244101,"C",186
405.001126694921,"C",187
345.335056467692,"C",188
316.62392543801,"C",189
280.139481696261,"C",190
309.502484905122,"C",191
262.54815870258,"C",192
307.75659344256,"C",193
309.341447510045,"C",194
308.387999861163,"C",195
308.573736351034,"C",196
352.912813194146,"C",197
368.612285786749,"C",198
342.164910906942,"C",199
376.991799281478,"C",200
447.644087966944,"C",201
462.272371109703,"C",202
443.421605847278,"C",203
430.283225005628,"C",204
495.203264816093,"C",205
591.219634656167,"C",206
566.559854841539,"C",207
554.752439900512,"C",208
542.275763073815,"C",209
570.064889546064,"C",210
634.431133009613,"C",211
640.803265156568,"C",212
592.887989129851,"C",213
608.64354220201,"C",214
634.11151402578,"C",215
559.22044842892,"C",216
542.317647065461,"C",217
556.327541260047,"C",218
582.324755479541,"C",219
520.67214454029,"C",220
486.460177249531,"C",221
502.341712311765,"C",222
623.869606486628,"C",223
646.391452163217,"C",224
564.92052297786,"C",225
533.790495224395,"C",226
576.143676924271,"C",227
574.691799769154,"C",228
532.79060569224,"C",229
650.598545651936,"C",230
679.928000089166,"C",231
718.681677845979,"C",232
528.938681302581,"C",233
700.342323846974,"C",234
626.056566364711,"C",235
633.583891826359,"C",236
493.928696650002,"C",237
416.534654811374,"C",238
426.55524352987,"C",239
415.204561889646,"C",240
